batch,item,i_name,value,v_name,cur_maps_to_id,cur_maps_to_name,cur_maps_to_value_id,cur_maps_to_value_name,new_maps_to_id,new_maps_to_name,new_maps_to_value_id,new_maps_to_value_name,new_value_as_number,new_unit_id,new_unit_name
Already-mapped Metastasis-class non-LN add Positive polarity,1112,Mets at DX-Bone,1,Yes; distant bone metastases,36769301,Metastasis to bone,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,1113,Mets at DX-Brain,1,Yes; distant brain metastases,36768862,Metastasis to brain,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,1115,Mets at DX-Liver,1,Yes; distant liver metastases,36770544,Metastasis to liver,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,1116,Mets at DX-Lung,1,Yes; distant lung metastases,36770283,Metastasis to lung,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,1117,Mets at DX-Other,1,"Yes; distant metastases in known site(s) other than bone, brain, liver, lung or distant lymph nodes (Note: includes bone marrow involvement for lymphomas)",36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,1117,Mets at DX-Other,2,Generalized metastases such as carcinomatosis,36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2810,CS Extension,720,"Other genital structures by metastasis:| Broad ligament| Cervix| Fallopian tube(s)| Genital structures, NOS| Ovary(ies)| Vagina",35226152,Metastasis to genital organs,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2810,CS Extension,730,"Tumor involves one or both|ovaries with microscopically confirmed peritoneal metastasis|outside the pelvis, NOS|(See Note 7)",35226253,Metastasis to peritoneum,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2830,CS Lymph Nodes,510,"Satellite nodule(s) or in transit metastasis, distance from primary tumor less than or equal to 2 cm or distance not stated|WITHOUT regional lymph node involvement. Includes cases with ITCs only and cases with regional lymph node involvement not stated||",36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2830,CS Lymph Nodes,520,"Satellite nodule(s) or in transit metastasis, distance from primary tumor greater than 2 cm |WITHOUT regional lymph node involvement. Includes cases with ITCs only and cases with regional lymph node involvement not stated ||OR||Described as tumor with in",36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,05,"Metastasis to underlying cartilage, bone, skeletal muscle (excluding direct extension)",36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,05,"For mucinous tumors only:| Intraperitoneal metastasis BEYOND the right lower quadrant, including pseudomyxoma peritonei||Stated as M1a with no other information on distant metastasis",704985,Metastasis to abdomen,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,10,Imaging confirmation of liver and/or spleen metastasis,36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,10,"Metastasis to lung(s) only, NOS",36770283,Metastasis to lung,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,15,Metastasis to skin or subcutaneous tissue,35225673,Metastasis to skin,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,20,Distant metastasis to lung,36770283,Metastasis to lung,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,20,"For mucinous tumors only: (08 and/or 10) + 05 Distant lymph node(s) plus intraperitoneal metastasis BEYOND the right lower quadrant, including pseudomyxoma peritonei",704985,Metastasis to abdomen,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,20,Single metastatic lesion only:| Distant metastasis to site other than bone marrow or CNS,36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,20,"Metastasis within CNS and CSF pathways|""""Drop"""" metastasis",35226096,Metastasis to central nervous system,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,20,"Metastasis within CNS and CSF pathways|""""Drop"""" metastasis",35225743,Metastasis to spinal cord,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,25,"20 + (11, 12, or 13) ||Distant metastasis to lung and lymph nodes as described in code 11, 12, or 13",36770283,Metastasis to lung,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,26,Metastasis limited to a single distant organ except peritoneum,36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,30,Metastasis in bone(s),36769301,Metastasis to bone,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,30,Metastasis outside the CNS|Extra-neural metastasis,36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,30,Distant metastasis to lung only||Stated as M1a with no other information on distant metastasis,36770283,Metastasis to lung,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,30,Single metastatic lesion only:| Distant metastasis to bone marrow only,35226074,Metastasis to bone marrow,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,35,30 + (10 or 15) ||Metastasis to lung plus distant lymph node(s) or skin or subcutaneous tissue,36770283,Metastasis to lung,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,35,30 + (11 or 12)||Metastasis in bone(s) plus distant lymph node(s),36769301,Metastasis to bone,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,35,"Distant metastasis to single lesion, NOS||Stated as M1a with no other information on metastasis",36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,36,Metastases to more than one distant organ except distant lymph node(s)|Metastasis to peritoneum|Carcinomatosis,35226253,Metastasis to peritoneum,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,36,30 + 13||Metastasis to lung plus distant lymph node(s) or skin or subcutaneous tissue,36770283,Metastasis to lung,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,37,"(20, 30, or 33) + (10)||Metastasis to regional lymph node(s) plus lung",36770283,Metastasis to lung,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,40,"Distant metastasis except distant lymph node(s) or """"lung only""""|Distant metastasis to lung plus other sites except distant lymph nodes.|Carcinomatosis",36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,40,Distant metastasis(es) except distant lymph node(s) |Carcinomatosis,36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,40,"Distant metastasis(es) except distant lymph node(s)|Carcinomatosis|(Includes seeding of peritoneum, even if limited to the lesser sac region; positive peritoneal cytology)",36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,40,Distant metastasis(es) except distant lymph node(s) including:| Peritoneal nodules| Liver parenchymal nodules|Carcinomatosis|Malignant peritoneal cytology,36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,40,Distant metastasis(except distant lymph node(s) and involvement of other organs by peritoneal seeding or implants (See Note 1) including:| Liver parenchymal metastasis| Pleural effusion WITH positive cytology|| Carcinomatosis,36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,40,Distant metastasis except distant lymph node(s) and metastatic skin lesions |Carcinomatosis,36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,40,Distant metastasis except distant lymph node(s) |Carcinomatosis,36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,40,Distant metastasis except distant lymph node(s)|Carcinomatosis,36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,40,Distant metastasis except distant lymph node(s|Carcinomatosis,36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,40,Distant metastasis except distant lymph nodes |Carcinomatosis,36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,40,Distant metastasis except distant lymph nodes|Carcinomatosis,36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,40,"Distant metastasis except distant lymph node(s) |Carcinomatosis|(Includes seeding of peritoneum, even if limited to the lesser sac region; positive peritoneal cytology)",36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,40,Distant metastasis except distant lymph node(s)|Carcinomatosis|Krukenberg tumor (metastasis to ovary(ies)|Malignant (positive) peritoneal cytology,36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,40,Distant metastasis except distant lymph node(s) |Carcinomatosis|Malignant peritoneal cytology,36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,40,Distant metastasis except distant lymph node(s) (code 10)|Carcinomatosis,36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,40,"Distant metastasis except distant lymph node(s) (code 10)|Distant metastasis, NOS|Carcinomatosis",36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,40,Distant metastasis except distant lymph node(s) (codes 10-16)|Carcinomatosis,36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,40,"Distant metastasis except distant lymph node(s) |(Includes seeding of peritoneum, even if limited to the lesser sac region; positive peritoneal cytology)|Carcinomatosis",36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,40,Distant metastasis except distant lymph node(s including:| Peritoneal nodules| Liver parenchymal nodules|Carcinomatosis,36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,40,Distant metastases other than distant lymph node(s)|Carcinomatosis,36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,40,"Distant metastasis except distant lymph node(s) |Seeding of peritoneum, even if limited to the lesser sac region|Positive peritoneal cytology|Carcinomatosis",36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,40,Distant metastasis excluding distant lymph node(s) |Carcinomatosis,36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,40,"Distant metastasis (excluding involvement of other organs by peritoneal seeding or implants (See Note 1)), except distant lymph nodes|including:| Liver parenchymal metastasis| Pleural effusion WITH positive cytology|| Carcinomatosis",36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,40,"Distant metastasis, other than distant lymph nodes or bone(s)|Carcinomatosis",36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,40,Noncontiguous ipsilateral adrenal (suprarenal) gland metastasis |(Contiguous involvement coded in CS Extension )|Distant metastasis except distant lymph node(s) |Carcinomatosis,36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,40,Metastasis to other distant sites |With or without metastasis to lung and/or distant lymph node(s)|Carcinomatosis||Stated as M1b with no other information on metastases,36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,40,"Abdominal organs|Distant metastasis, except distant lymph node(s) and extension specified in codes 23 and 37, including: | Separate lesion in chest wall or diaphragm| Distant metastasis, NOS| Carcinomatosis",704985,Metastasis to abdomen,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,40,Bone marrow||Stated as M1b with no other information on metastasis,35226074,Metastasis to bone marrow,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,40,"Distant metastases, except code 10 or 35|Discontinuous involvement of contralateral pleura/chest wall|Carcinomatosis",36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,40,Distant metastases except distant lymph node(s) ||Carcinomatosis,36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,40,Distant metastases except distant lymph node(s) |Carcinomatosis,36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,40,Distant metastases except distant lymph node(s)|Carcinomatosis,36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,40,Distant metastases except distant lymph nodes|Carcinomatosis,36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,40,"Distant metastases, except distant lymph nodes|Carcinomatosis",36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,40,"Distant metastases, except distant lymph|node(s)|Carcinomatosis|(Excluding adnexa and continuous extension to abdominal tissues)",36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,40,"Distant metastases, except distant lymph node(s) |Carcinomatosis|(Excluding metastasis to adnexa and continuous extension to abdominal tissues)",36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,40,Distant metastases except distant lymph node(s) (code 10)| Carcinomatosis,36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,40,"Distant metastases except distant lymph node(s) (code 10)|(includes seeding of peritoneum, even if limited to the lesser sac region; positive peritoneal cytology)|Carcinomatosis",36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,40,Distant metastases except distant lymph node(s) (codes 10 or 15) |Carcinomatosis,36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,40,"Distant metastases, except distant lymph|node(s) |(Excluding metastasis to vagina, pelvic, serosa, or adnexa)|Carcinomatosis",36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,40,Distant metastases except distant lymph node(s) including:| Peritoneal nodules| Liver parenchymal nodules codes 10-12|Carcinomatosis,36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,41,40+ 23 ||Distant mets plus extension to contralateral lung,36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,41,40+ 23 ||Distant mets plus extension to contralateral lung,36770091,Metastasis to contralateral lobe of lung,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,42,Metastasis to skin or subcutaneous tissue beyond regional lymph nodes,35225673,Metastasis to skin,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,42,"(37 or 40) + any of (15, 16, 17, 18, 20, 21)||Distant metastasis plus pleural or pericardial effusion",36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,43,(37 or 40) + 24||Distant metastasis plus pleural tumor foci,36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,43,(37 or 40) + 24||Distant metastasis plus pleural tumor foci,35226258,Metastasis to pleura,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,44,"Metastasis:| Adrenal (suprarenal) gland| Bone, other than adjacent rib| Contralateral (opposite) breast - if stated as metastatic| Lung| Ovary| Satellite nodule(s) in skin other than primary breast",36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,44,Metastasis to all other visceral or distant sites with or without metastasis to lungs|Carcinomatosis,36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,45,"(26 or 36) + any of (08, 16, 18, or 31)||Metastases to distant organs plus distant nodes",36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,45,"(26 or 36) + any of (08, 16, 18, 29, 31 or 33)||Metastases to distant organs plus distant nodes",36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,45,"Distant metastasis to all other visceral sites except distant lymph node(s), skin or subcutaneous tissue, or lung |Carcinomatosis",36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,45,Distant metastasis except distant lymph node(s) and intraperitoneal spread|Non-peritoneal metastasis|Carcinomatosis,36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,45,Distant metastasis except distaint lymph node(s)|Carcinomatosis,36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,45,"Distant metastasis to all other visceral sites|Except distant lymph node(s), skin, subcutaneous tissue, or lung |Carcinomatosis",36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,45,40 + 07||Distant metastasis plus distant lymph node(s) in code 07,36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,45,40 + 07||Distant metastasis plus distant lymph nodes in code 07,36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,45,"40 + (05, 07)||Distant metastasis plus distant lymph nodes in codes 05, 07",36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,45,Multiple metastatic lesions involved| Distant metastasis to sites other than CNS WITH or WITHOUT bone marrow involvement||Stated as M1b with no other information on metastasis,36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,48,Distant metastasis including: | Peritoneal nodules| Liver parenchymal nodules|Carcinomatosis,36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,50,40 + any of (08 - 15)||Distant metastasis plus distant lymph node(s),36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,50,(10) + (40)||Distant lymph node(s) plus other distant metastases,36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,50,(10) + (40)|Distant lymph node(s) plus other distant metastases,36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,50,30 + 20||Metastasis within and outside CNS,36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,50,30 + 20||Metastasis within and outside CNS,35226096,Metastasis to central nervous system,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,50,(30 or 40) + 35||Distant metastasis plus distant lymph nodes(s),36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,50,(35 and/or 40) + 10||Distant metastasis plus distant lymph node(s),36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,50,"40+ (08,12, 15)||Distant metastasis plus distant lymph node(s)",36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,50,40 + (08 and/or 10)||Distant metastasis plus distant lymph node(s),36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,50,40 + (08 and/or 10)||Distant metastasis plus distant lymph nodes,36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,50,40 + (08 or 10)||Distant metastasis plus distant lymph node(s),36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,50,40 + (10and/or 11)||Distant metastasis plus distant lymph node(s),36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,50,40 + 10|Distant metastasis plus distant lymph node(s),36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,50,40 + 10 ||Distant metastasis plus distant lymph node(s),36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,50,40 + 10||Distant metastasis plus distant lymph node(s),36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,50,40 + 10||Distant metastasis plus distant lymph nodes,36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,50,40+10||Distant metastasis plus distant lymph node(s),36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,50,40 + 10||Distant metastasis plus distant lymph node(s) in code 10,36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,50,40 + 10||Distant metastasis plus distant lymph nodes in code 10,36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,50,40 + 10||Distant metastasis plus distant lymph node(s) other than sacral,36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,50,40 + (10 or 11)||Distant metastasis plus distant lymph nodes,36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,50,40 + (11 and/or 12)||Distant metastasis plus distant lymph node(s),36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,50,40 + (11 or 12)||Distant metastasis other than bone(s) plus distant lymph node(s),36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,50,"40 + (20, 30, or 35) ||Bone marrow plus other extranodal site||Stated as M1c with no other information on metastasis",35226074,Metastasis to bone marrow,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,50,"40 + (20, 30, or 35) ||Bone marrow plus other extranodal site||Stated as M1c with no other information on metastasis",36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,50,(40 + any of (10-13)||Distant metastasis plus distant lymph nodes,36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,50,40 + any of (10 to 15)||Distant lymph node(s) plus other distant metastases,36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,50,45 + (10 and/or 08||Distant metastasis plus distant lymph node(s),36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,50,48 + (08 and/or 10)||Distant metastasis plus distant lymph node(s),36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,51,(37 or 40) + 30||Distant metastasis plus distant lymph node(s),36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,51,40 + 15 ||Distant metastasis plus distant lymph nodes,36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,51,40 + 15||Distant metastasis plus distant lymph nodes,36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,51,40 + 15 ||Distant metastasis plus distant lymph nodes in code 15,36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,51,40 + 12||Distant metastasis plus distant lymph node(s),36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,51,"40 + (10,11, or 16)||Distant metastasis plus distant lymph node(s) in codes 10, 11, or 16",36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,52,40 + (12 or 13)||Distant metastasis plus distant lymph node(s) in codes 12 or 13,36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,52,"51 + any of (15, 16, 17, 18, 20, 21)||Distant metastasis plus distant lymph nodes plus pleural or pericardial effusion",36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,52,42 + 10||Metastasis to skin or subcutaneous tissue beyond nodes plus distant nodes,36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,53,51 + 24||Distant metastases plus distant lymph nodes plus pleural tumor foci,36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,53,43 + 10||Metastasis to lung plus distant nodes,36770283,Metastasis to lung,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,54,44 + 10||Metastasis to all other visceral or distant sites plus distant nodes|With or without metastasis to lungs,36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,55,"40+ any of ( 20, 22, 27, 30, 35)||Distant metastasis plus distant lymph node(s)",36769180,Metastasis,,,,,9191,Positive,,,
Already-mapped Metastasis-class non-LN add Positive polarity,2850,CS Mets at DX,55,50 + 05 Distant metastasis plus distant lymph nodes including sacral nodes,36769180,Metastasis,,,,,9191,Positive,,,
